,HouseNumber,Street,StreetSuffix,City,State,Zip,StreetName,Address,StateName,Zip4,AddressType,RBDI,Active,Fips,County,ResultCode,MAK,
112,3801,11th,Ct,Cape Coral,FL,33914,,3801 SW 11th Ct,Florida,5622,Street,Residential,Yes,12071,lee                      ,AS01,2328728127,
113,3809,11th,Ct,Cape Coral,FL,33914,,3809 SW 11th Ct,Florida,5622,Street,Residential,Yes,12071,lee                      ,AS01,8518492711,
114,3817,11th,Ct,Cape Coral,FL,33914,,3817 SW 11th Ct,Florida,5622,Street,Residential,Yes,12071,lee                      ,AS01,5657967330,
115,3829,11th,Ct,Cape Coral,FL,33914,,3829 SW 11th Ct,Florida,5622,Street,Residential,Yes,12071,lee                      ,AS01,2426850840,
116,4725,11th,Ct,Cape Coral,FL,33914,,4725 SW 11th Ct,Florida,7356,Street,Residential,Yes,12071,lee                      ,AS01,8749851883,
117,4729,11th,Ct,Cape Coral,FL,33914,,4729 SW 11th Ct,Florida,7356,Street,Residential,Yes,12071,lee                      ,AS01,8738727368,
118,4901,11th,Ct,Cape Coral,FL,33914,,4901 SW 11th Ct,Florida,7037,Street,Residential,Yes,12071,lee                      ,AS01,3169435285,
119,4905,11th,Ct,Cape Coral,FL,33914,,4905 SW 11th Ct,Florida,7037,Street,Residential,Yes,12071,lee                      ,AS01,7061187224,
120,4909,11th,Ct,Cape Coral,FL,33914,,4909 SW 11th Ct,Florida,7037,Street,Residential,Yes,12071,lee                      ,AS01,3937487190,
121,4913,11th,Ct,Cape Coral,FL,33914,,4913 SW 11th Ct,Florida,7037,Street,Residential,Yes,12071,lee                      ,AS01,6798697899,
122,4917,11th,Ct,Cape Coral,FL,33914,,4917 SW 11th Ct,Florida,7037,Street,Residential,Yes,12071,lee                      ,AS01,6912642536,
123,4921,11th,Ct,Cape Coral,FL,33914,,4921 SW 11th Ct,Florida,7037,Street,Residential,Yes,12071,lee                      ,AS01,4903881441,
124,4924,11th,Ct,Cape Coral,FL,33914,,4924 SW 11th Ct,Florida,7022,Street,Residential,Yes,12071,lee                      ,AS01,5273465992,
125,4925,11th,Ct,Cape Coral,FL,33914,,4925 SW 11th Ct,Florida,7037,Street,Residential,Yes,12071,lee                      ,AS01,9874363771,
126,4929,11th,Ct,Cape Coral,FL,33914,,4929 SW 11th Ct,Florida,7037,Street,Residential,Yes,12071,lee                      ,AS01,3479207534,
127,4930,11th,Ct,Cape Coral,FL,33914,,4930 SW 11th Ct,Florida,7022,Street,Residential,Yes,12071,lee                      ,AS01,8877303850,
128,4933,11th,Ct,Cape Coral,FL,33914,,4933 SW 11th Ct,Florida,7037,Street,Residential,Yes,12071,lee                      ,AS01,9125723670,
129,4937,11th,Ct,Cape Coral,FL,33914,,4937 SW 11th Ct,Florida,7037,Street,Residential,Yes,12071,lee                      ,AS01,7615916491,
130,5003,11th,Ct,Cape Coral,FL,33914,,5003 SW 11th Ct,Florida,7017,Street,Residential,Yes,12071,lee                      ,AS01,6501313401,
131,5004,11th,Ct,Cape Coral,FL,33914,,5004 SW 11th Ct,Florida,7038,Street,Residential,Yes,12071,lee                      ,AS01,3592506617,
132,5007,11th,Ct,Cape Coral,FL,33914,,5007 SW 11th Ct,Florida,7017,Street,Residential,Yes,12071,lee                      ,AS01,3898730201,
133,5010,11th,Ct,Cape Coral,FL,33914,,5010 SW 11th Ct,Florida,7038,Street,Residential,Yes,12071,lee                      ,AS01,8147950960,
134,5011,11th,Ct,Cape Coral,FL,33914,,5011 SW 11th Ct,Florida,7017,Street,Residential,Yes,12071,lee                      ,AS01,5043856873,
135,5017,11th,Ct,Cape Coral,FL,33914,,5017 SW 11th Ct,Florida,7017,Street,Residential,Yes,12071,lee                      ,AS01,8745020384,
136,5018,11th,Ct,Cape Coral,FL,33914,,5018 SW 11th Ct,Florida,7038,Street,Residential,Yes,12071,lee                      ,AS01,7470322597,
137,5021,11th,Ct,Cape Coral,FL,33914,,5021 SW 11th Ct,Florida,7017,Street,Residential,Yes,12071,lee                      ,AS01,7155874965,
138,5025,11th,Ct,Cape Coral,FL,33914,,5025 SW 11th Ct,Florida,7017,Street,Residential,Yes,12071,lee                      ,AS01,1629927560,
139,5029,11th,Ct,Cape Coral,FL,33914,,5029 SW 11th Ct,Florida,7017,Street,Residential,Yes,12071,lee                      ,AS01,9776238793,
140,5033,11th,Ct,Cape Coral,FL,33914,,5033 SW 11th Ct,Florida,7017,Street,Residential,Yes,12071,lee                      ,AS01,1407606799,
141,5034,11th,Ct,Cape Coral,FL,33914,,5034 SW 11th Ct,Florida,7039,Street,Residential,Yes,12071,lee                      ,AS01,7557077206,
142,5037,11th,Ct,Cape Coral,FL,33914,,5037 SW 11th Ct,Florida,7017,Street,Residential,Yes,12071,lee                      ,AS01,7016733574,
143,5038,11th,Ct,Cape Coral,FL,33914,,5038 SW 11th Ct,Florida,7039,Street,Residential,Yes,12071,lee                      ,AS01,9802778512,
144,5040,11th,Ct,Cape Coral,FL,33914,,5040 SW 11th Ct,Florida,7039,Street,Residential,Yes,12071,lee                      ,AS01,4675768892,
145,5204,11th,Ct,Cape Coral,FL,33914,,5204 SW 11th Ct,Florida,7165,Street,Unknown,Yes,12071,lee                      ,AS01,9841984797,
146,5205,11th,Ct,Cape Coral,FL,33914,,5205 SW 11th Ct,Florida,7009,Street,Residential,Yes,12071,lee                      ,AS01,6922857366,
147,5209,11th,Ct,Cape Coral,FL,33914,,5209 SW 11th Ct,Florida,7009,Street,Residential,Yes,12071,lee                      ,AS01,1537732191,
148,5210,11th,Ct,Cape Coral,FL,33914,,5210 SW 11th Ct,Florida,7165,Street,Residential,Yes,12071,lee                      ,AS01,1009471370,
149,5213,11th,Ct,Cape Coral,FL,33914,,5213 SW 11th Ct,Florida,7009,Street,Residential,Yes,12071,lee                      ,AS01,3764558741,
150,5217,11th,Ct,Cape Coral,FL,33914,,5217 SW 11th Ct,Florida,7009,Street,Residential,Yes,12071,lee                      ,AS01,3704913899,
151,5221,11th,Ct,Cape Coral,FL,33914,,5221 SW 11th Ct,Florida,7009,Street,Residential,Yes,12071,lee                      ,AS01,6805853291,
152,5227,11th,Ct,Cape Coral,FL,33914,,5227 SW 11th Ct,Florida,7009,Street,Residential,Yes,12071,lee                      ,AS01,7627495343,
153,5229,11th,Ct,Cape Coral,FL,33914,,5229 SW 11th Ct,Florida,7009,Street,Residential,Yes,12071,lee                      ,AS01,6551980231,
154,5233,11th,Ct,Cape Coral,FL,33914,,5233 SW 11th Ct,Florida,7009,Street,Residential,Yes,12071,lee                      ,AS01,1621919519,
155,5303,11th,Ct,Cape Coral,FL,33914,,5303 SW 11th Ct,Florida,7010,Street,Residential,Yes,12071,lee                      ,AS01,7671213822,
156,5307,11th,Ct,Cape Coral,FL,33914,,5307 SW 11th Ct,Florida,7010,Street,Residential,Yes,12071,lee                      ,AS01,9698453530,
157,5310,11th,Ct,Cape Coral,FL,33914,,5310 SW 11th Ct,Florida,7023,Street,Residential,Yes,12071,lee                      ,AS01,5561770982,
158,5311,11th,Ct,Cape Coral,FL,33914,,5311 SW 11th Ct,Florida,7010,Street,Residential,Yes,12071,lee                      ,AS01,6887368076,
159,5315,11th,Ct,Cape Coral,FL,33914,,5315 SW 11th Ct,Florida,7010,Street,Residential,Yes,12071,lee                      ,AS01,6774064091,
160,5319,11th,Ct,Cape Coral,FL,33914,,5319 SW 11th Ct,Florida,7010,Street,Residential,Yes,12071,lee                      ,AS01,9469209893,
161,5323,11th,Ct,Cape Coral,FL,33914,,5323 SW 11th Ct,Florida,7010,Street,Residential,Yes,12071,lee                      ,AS01,2533592221,
162,5324,11th,Ct,Cape Coral,FL,33914,,5324 SW 11th Ct,Florida,7023,Street,Residential,Yes,12071,lee                      ,AS01,4294387774,
163,5327,11th,Ct,Cape Coral,FL,33914,,5327 SW 11th Ct,Florida,7010,Street,Residential,Yes,12071,lee                      ,AS01,4399712557,
164,5330,11th,Ct,Cape Coral,FL,33914,,5330 SW 11th Ct,Florida,7023,Street,Residential,Yes,12071,lee                      ,AS01,7588763954,
165,5331,11th,Ct,Cape Coral,FL,33914,,5331 SW 11th Ct,Florida,7010,Street,Residential,Yes,12071,lee                      ,AS01,8200160251,
166,5335,11th,Ct,Cape Coral,FL,33914,,5335 SW 11th Ct,Florida,7010,Street,Residential,Yes,12071,lee                      ,AS01,3939090408,
167,5336,11th,Ct,Cape Coral,FL,33914,,5336 SW 11th Ct,Florida,7023,Street,Residential,Yes,12071,lee                      ,AS01,5999877020,
168,5339,11th,Ct,Cape Coral,FL,33914,,5339 SW 11th Ct,Florida,7010,Street,Residential,Yes,12071,lee                      ,"AS01,AS17",9426879707,
0,502,27th,Ter,Cape Coral,FL,33914,,502 SW 27th Ter,Florida,4640,Street,Residential,Yes,12071,lee                      ,AS01,4973886687,
1,505,27th,Ter,Cape Coral,FL,33914,,505 SW 27th Ter,Florida,4641,Street,Residential,Yes,12071,lee                      ,AS01,7748947142,
2,508,27th,Ter,Cape Coral,FL,33914,,508 SW 27th Ter,Florida,4640,Street,Residential,Yes,12071,lee                      ,AS01,9433975107,
3,509,27th,Ter,Cape Coral,FL,33914,,509 SW 27th Ter,Florida,4641,Street,Residential,Yes,12071,lee                      ,AS01,2732326593,
4,512,27th,Ter,Cape Coral,FL,33914,,512 SW 27th Ter,Florida,4640,Street,Residential,Yes,12071,lee                      ,AS01,7895601999,
5,513,27th,Ter,Cape Coral,FL,33914,,513 SW 27th Ter,Florida,4641,Street,Residential,Yes,12071,lee                      ,AS01,3489931573,
6,517,27th,Ter,Cape Coral,FL,33914,,517 SW 27th Ter,Florida,4641,Street,Residential,Yes,12071,lee                      ,AS01,4279841622,
7,520,27th,Ter,Cape Coral,FL,33914,,520 SW 27th Ter,Florida,4640,Street,Residential,Yes,12071,lee                      ,AS01,4372593121,
8,521,27th,Ter,Cape Coral,FL,33914,,521 SW 27th Ter,Florida,4641,Street,Residential,Yes,12071,lee                      ,AS01,8032024200,
9,524,27th,Ter,Cape Coral,FL,33914,,524 SW 27th Ter,Florida,4640,Street,Residential,Yes,12071,lee                      ,AS01,9206671455,
10,525,27th,Ter,Cape Coral,FL,33914,,525 SW 27th Ter,Florida,4641,Street,Residential,Yes,12071,lee                      ,AS01,5904489903,
11,528,27th,Ter,Cape Coral,FL,33914,,528 SW 27th Ter,Florida,4640,Street,Residential,Yes,12071,lee                      ,AS01,9194458386,
12,529,27th,Ter,Cape Coral,FL,33914,,529 SW 27th Ter,Florida,4641,Street,Residential,Yes,12071,lee                      ,AS01,7098511200,
13,602,27th,Ter,Cape Coral,FL,33914,,602 SW 27th Ter,Florida,4631,Street,Residential,Yes,12071,lee                      ,AS01,9308013819,
14,603,27th,Ter,Cape Coral,FL,33914,,603 SW 27th Ter,Florida,5336,Street,Residential,Yes,12071,lee                      ,AS01,7559466307,
15,606,27th,Ter,Cape Coral,FL,33914,,606 SW 27th Ter,Florida,4631,Street,Residential,Yes,12071,lee                      ,AS01,7250219028,
16,607,27th,Ter,Cape Coral,FL,33914,,607 SW 27th Ter,Florida,5336,Street,Residential,Yes,12071,lee                      ,AS01,7608848777,
17,610,27th,Ter,Cape Coral,FL,33914,,610 SW 27th Ter,Florida,4631,Street,Residential,Yes,12071,lee                      ,AS01,5671775630,
18,614,27th,Ter,Cape Coral,FL,33914,,614 SW 27th Ter,Florida,4631,Street,Residential,Yes,12071,lee                      ,AS01,7904871256,
19,615,27th,Ter,Cape Coral,FL,33914,,615 SW 27th Ter,Florida,5336,Street,Residential,Yes,12071,lee                      ,AS01,5452859325,
20,618,27th,Ter,Cape Coral,FL,33914,,618 SW 27th Ter,Florida,4631,Street,Residential,Yes,12071,lee                      ,AS01,1050690392,
21,619,27th,Ter,Cape Coral,FL,33914,,619 SW 27th Ter,Florida,5336,Street,Residential,Yes,12071,lee                      ,AS01,2197527851,
22,622,27th,Ter,Cape Coral,FL,33914,,622 SW 27th Ter,Florida,4631,Street,Residential,Yes,12071,lee                      ,AS01,9062332865,
23,623,27th,Ter,Cape Coral,FL,33914,,623 SW 27th Ter,Florida,5336,Street,Residential,Yes,12071,lee                      ,AS01,2319164545,
24,626,27th,Ter,Cape Coral,FL,33914,,626 SW 27th Ter,Florida,4631,Street,Residential,Yes,12071,lee                      ,AS01,1747028402,
25,627,27th,Ter,Cape Coral,FL,33914,,627 SW 27th Ter,Florida,5336,Street,Residential,Yes,12071,lee                      ,AS01,1425904446,
26,630,27th,Ter,Cape Coral,FL,33914,,630 SW 27th Ter,Florida,4631,Street,Residential,Yes,12071,lee                      ,AS01,9572313010,
27,631,27th,Ter,Cape Coral,FL,33914,,631 SW 27th Ter,Florida,5336,Street,Residential,Yes,12071,lee                      ,AS01,6790668875,
28,702,27th,Ter,Cape Coral,FL,33914,,702 SW 27th Ter,Florida,4601,Street,Residential,Yes,12071,lee                      ,AS01,3169074007,
29,705,27th,Ter,Cape Coral,FL,33914,,705 SW 27th Ter,Florida,5345,Street,Residential,Yes,12071,lee                      ,AS01,9271646235,
30,706,27th,Ter,Cape Coral,FL,33914,,706 SW 27th Ter,Florida,4601,Street,Residential,Yes,12071,lee                      ,AS01,8581582782,
31,711,27th,Ter,Cape Coral,FL,33914,,711 SW 27th Ter,Florida,5345,Street,Residential,Yes,12071,lee                      ,AS01,5930459206,
32,1302,27th,Ter,Cape Coral,FL,33914,,1302 SW 27th Ter,Florida,4170,Street,Residential,Yes,12071,lee                      ,AS01,6332236313,
33,1305,27th,Ter,Cape Coral,FL,33914,,1305 SW 27th Ter,Florida,4171,Street,Residential,Yes,12071,lee                      ,AS01,2811820525,
34,1308,27th,Ter,Cape Coral,FL,33914,,1308 SW 27th Ter,Florida,4170,Street,Residential,Yes,12071,lee                      ,AS01,7668569335,
35,1311,27th,Ter,Cape Coral,FL,33914,,1311 SW 27th Ter,Florida,4171,Street,Residential,Yes,12071,lee                      ,AS01,5061906976,
36,1312,27th,Ter,Cape Coral,FL,33914,,1312 SW 27th Ter,Florida,4170,Street,Residential,Yes,12071,lee                      ,AS01,3993346163,
37,1315,27th,Ter,Cape Coral,FL,33914,,1315 SW 27th Ter,Florida,4171,Street,Residential,Yes,12071,lee                      ,AS01,3102004239,
38,1316,27th,Ter,Cape Coral,FL,33914,,1316 SW 27th Ter,Florida,4170,Street,Residential,Yes,12071,lee                      ,AS01,8721771886,
39,1320,27th,Ter,Cape Coral,FL,33914,,1320 SW 27th Ter,Florida,4170,Street,Residential,Yes,12071,lee                      ,AS01,1759140089,
40,1323,27th,Ter,Cape Coral,FL,33914,,1323 SW 27th Ter,Florida,4171,Street,Residential,Yes,12071,lee                      ,AS01,6372869884,
41,1324,27th,Ter,Cape Coral,FL,33914,,1324 SW 27th Ter,Florida,4170,Street,Residential,Yes,12071,lee                      ,AS01,2216193867,
42,1327,27th,Ter,Cape Coral,FL,33914,,1327 SW 27th Ter,Florida,4171,Street,Residential,Yes,12071,lee                      ,AS01,9819072131,
43,1328,27th,Ter,Cape Coral,FL,33914,,1328 SW 27th Ter,Florida,4170,Street,Residential,Yes,12071,lee                      ,AS01,5000372376,
44,1331,27th,Ter,Cape Coral,FL,33914,,1331 SW 27th Ter,Florida,4171,Street,Residential,Yes,12071,lee                      ,AS01,1995051193,
45,1332,27th,Ter,Cape Coral,FL,33914,,1332 SW 27th Ter,Florida,4170,Street,Residential,Yes,12071,lee                      ,AS01,6103084694,
46,1412,27th,Ter,Cape Coral,FL,33914,,1412 SW 27th Ter,Florida,4184,Street,Residential,Yes,12071,lee                      ,AS01,7006678929,
47,1413,27th,Ter,Cape Coral,FL,33914,,1413 SW 27th Ter,Florida,4185,Street,Residential,Yes,12071,lee                      ,AS01,9979479292,
48,1416,27th,Ter,Cape Coral,FL,33914,,1416 SW 27th Ter,Florida,4184,Street,Residential,Yes,12071,lee                      ,AS01,1969058244,
49,1417,27th,Ter,Cape Coral,FL,33914,,1417 SW 27th Ter,Florida,4185,Street,Residential,Yes,12071,lee                      ,AS01,4436433499,
50,1420,27th,Ter,Cape Coral,FL,33914,,1420 SW 27th Ter,Florida,4184,Street,Residential,Yes,12071,lee                      ,AS01,2601953946,
51,1423,27th,Ter,Cape Coral,FL,33914,,1423 SW 27th Ter,Florida,4185,Street,Residential,Yes,12071,lee                      ,AS01,3013054095,
52,1424,27th,Ter,Cape Coral,FL,33914,,1424 SW 27th Ter,Florida,4184,Street,Residential,Yes,12071,lee                      ,AS01,8088404290,
53,1428,27th,Ter,Cape Coral,FL,33914,,1428 SW 27th Ter,Florida,4184,Street,Residential,Yes,12071,lee                      ,AS01,5642209175,
54,1508,27th,Ter,Cape Coral,FL,33914,,1508 SW 27th Ter,Florida,4183,Street,Residential,Yes,12071,lee                      ,AS01,4785590218,
55,1601,27th,Ter,Cape Coral,FL,33914,,1601 SW 27th Ter,Florida,4048,Street,Residential,Yes,12071,lee                      ,AS01,7456185111,
56,1602,27th,Ter,Cape Coral,FL,33914,,1602 SW 27th Ter,Florida,4047,Street,Residential,Yes,12071,lee                      ,AS01,4709693538,
57,1605,27th,Ter,Cape Coral,FL,33914,,1605 SW 27th Ter,Florida,4048,Street,Residential,Yes,12071,lee                      ,AS01,2111968582,
58,1606,27th,Ter,Cape Coral,FL,33914,,1606 SW 27th Ter,Florida,4047,Street,Residential,Yes,12071,lee                      ,AS01,9311603180,
59,1613,27th,Ter,Cape Coral,FL,33914,,1613 SW 27th Ter,Florida,4048,Street,Residential,Yes,12071,lee                      ,AS01,1928600594,
60,1614,27th,Ter,Cape Coral,FL,33914,,1614 SW 27th Ter,Florida,4047,Street,Residential,Yes,12071,lee                      ,AS01,5441993399,
61,1617,27th,Ter,Cape Coral,FL,33914,,1617 SW 27th Ter,Florida,4048,Street,Residential,Yes,12071,lee                      ,AS01,3160135755,
62,1621,27th,Ter,Cape Coral,FL,33914,,1621 SW 27th Ter,Florida,4048,Street,Residential,Yes,12071,lee                      ,AS01,7675216758,
63,1627,27th,Ter,Cape Coral,FL,33914,,1627 SW 27th Ter,Florida,4048,Street,Residential,Yes,12071,lee                      ,AS01,6608704233,
64,1631,27th,Ter,Cape Coral,FL,33914,,1631 SW 27th Ter,Florida,4048,Street,Residential,Yes,12071,lee                      ,AS01,4741992211,
65,1632,27th,Ter,Cape Coral,FL,33914,,1632 SW 27th Ter,Florida,4047,Street,Residential,Yes,12071,lee                      ,AS01,9139436560,
66,1801,27th,Ter,Cape Coral,FL,33914,,1801 SW 27th Ter,Florida,, ,Residential,Yes,12071,lee                      ,AS03,8328620836,
67,1805,27th,Ter,Cape Coral,FL,33914,,1805 SW 27th Ter,Florida,4050,Street,Residential,Yes,12071,lee                      ,AS01,6286478940,
68,1809,27th,Ter,Cape Coral,FL,33914,,1809 SW 27th Ter,Florida,4050,Street,Residential,Yes,12071,lee                      ,AS01,8035869585,
69,1813,27th,Ter,Cape Coral,FL,33914,,1813 SW 27th Ter,Florida,4050,Street,Residential,Yes,12071,lee                      ,AS01,3259559676,
70,1817,27th,Ter,Cape Coral,FL,33914,,1817 SW 27th Ter,Florida,4050,Street,Residential,Yes,12071,lee                      ,AS01,9312944619,
71,1822,27th,Ter,Cape Coral,FL,33914,,1822 SW 27th Ter,Florida,4021,Street,Residential,Yes,12071,lee                      ,AS01,7556079439,
72,1825,27th,Ter,Cape Coral,FL,33914,,1825 SW 27th Ter,Florida,4050,Street,Residential,Yes,12071,lee                      ,AS01,1853321623,
73,1826,27th,Ter,Cape Coral,FL,33914,,1826 SW 27th Ter,Florida,4021,Street,Residential,Yes,12071,lee                      ,AS01,9248900068,
74,1900,27th,Ter,Cape Coral,FL,33914,,1900 SW 27th Ter,Florida,4049,Street,Residential,Yes,12071,lee                      ,AS01,1119283320,
75,1901,27th,Ter,Cape Coral,FL,33914,,1901 SW 27th Ter,Florida,2712,Street,Residential,Yes,12071,lee                      ,AS01,4201118149,
76,1904,27th,Ter,Cape Coral,FL,33914,,1904 SW 27th Ter,Florida,4049,Street,Residential,Yes,12071,lee                      ,AS01,2004175415,
77,1905,27th,Ter,Cape Coral,FL,33914,,1905 SW 27th Ter,Florida,2712,Street,Residential,Yes,12071,lee                      ,AS01,3637960490,
78,1908,27th,Ter,Cape Coral,FL,33914,,1908 SW 27th Ter,Florida,4049,Street,Residential,Yes,12071,lee                      ,AS01,7810834467,
79,1912,27th,Ter,Cape Coral,FL,33914,,1912 SW 27th Ter,Florida,4049,Street,Residential,Yes,12071,lee                      ,AS01,3586263472,
80,1913,27th,Ter,Cape Coral,FL,33914,,1913 SW 27th Ter,Florida,2712,Street,Residential,Yes,12071,lee                      ,AS01,4530493155,
81,1916,27th,Ter,Cape Coral,FL,33914,,1916 SW 27th Ter,Florida,4049,Street,Residential,Yes,12071,lee                      ,AS01,9100128426,
82,1919,27th,Ter,Cape Coral,FL,33914,,1919 SW 27th Ter,Florida,2712,Street,Residential,Yes,12071,lee                      ,AS01,8300495878,
83,2236,27th,Ter,Cape Coral,FL,33914,,2236 SW 27th Ter,Florida,3947,Street,Residential,Yes,12071,lee                      ,AS01,7714616981,
84,2237,27th,Ter,Cape Coral,FL,33914,,2237 SW 27th Ter,Florida,3947,Street,Residential,Yes,12071,lee                      ,AS01,6782595573,
85,2240,27th,Ter,Cape Coral,FL,33914,,2240 SW 27th Ter,Florida,3947,Street,Residential,Yes,12071,lee                      ,AS01,7879285919,
86,2244,27th,Ter,Cape Coral,FL,33914,,2244 SW 27th Ter,Florida,3947,Street,Residential,Yes,12071,lee                      ,AS01,3073631663,
87,2247,27th,Ter,Cape Coral,FL,33914,,2247 SW 27th Ter,Florida,3947,Street,Residential,Yes,12071,lee                      ,AS01,7189470363,
88,2248,27th,Ter,Cape Coral,FL,33914,,2248 SW 27th Ter,Florida,3947,Street,Residential,Yes,12071,lee                      ,AS01,5161469720,
89,2301,27th,Ter,Cape Coral,FL,33914,,2301 SW 27th Ter,Florida,3947,Street,Residential,Yes,12071,lee                      ,AS01,1657498779,
90,2302,27th,Ter,Cape Coral,FL,33914,,2302 SW 27th Ter,Florida,3947,Street,Residential,Yes,12071,lee                      ,AS01,1746766922,
91,2305,27th,Ter,Cape Coral,FL,33914,,2305 SW 27th Ter,Florida,3947,Street,Residential,Yes,12071,lee                      ,AS01,7937882145,
92,2306,27th,Ter,Cape Coral,FL,33914,,2306 SW 27th Ter,Florida,3947,Street,Residential,Yes,12071,lee                      ,AS01,5766472286,
93,2310,27th,Ter,Cape Coral,FL,33914,,2310 SW 27th Ter,Florida,3947,Street,Residential,Yes,12071,lee                      ,AS01,2828256870,
94,2313,27th,Ter,Cape Coral,FL,33914,,2313 SW 27th Ter,Florida,3947,Street,Residential,Yes,12071,lee                      ,AS01,4823462840,
95,2314,27th,Ter,Cape Coral,FL,33914,,2314 SW 27th Ter,Florida,3947,Street,Residential,Yes,12071,lee                      ,AS01,7104504149,
96,2317,27th,Ter,Cape Coral,FL,33914,,2317 SW 27th Ter,Florida,3947,Street,Residential,Yes,12071,lee                      ,AS01,6169641640,
97,2320,27th,Ter,Cape Coral,FL,33914,,2320 SW 27th Ter,Florida,3947,Street,Residential,Yes,12071,lee                      ,AS01,8284977498,
98,2321,27th,Ter,Cape Coral,FL,33914,,2321 SW 27th Ter,Florida,3947,Street,Residential,Yes,12071,lee                      ,AS01,9131943167,
99,2324,27th,Ter,Cape Coral,FL,33914,,2324 SW 27th Ter,Florida,3947,Street,Unknown,Yes,12071,lee                      ,"AS01,AS17",5262876888,
100,2325,27th,Ter,Cape Coral,FL,33914,,2325 SW 27th Ter,Florida,3947,Street,Residential,Yes,12071,lee                      ,AS01,3349426781,
101,2330,27th,Ter,Cape Coral,FL,33914,,2330 SW 27th Ter,Florida,3947,Street,Residential,Yes,12071,lee                      ,AS01,2602702702,
102,2331,27th,Ter,Cape Coral,FL,33914,,2331 SW 27th Ter,Florida,3947,Street,Residential,Yes,12071,lee                      ,AS01,3021125918,
103,2332,27th,Ter,Cape Coral,FL,33914,,2332 SW 27th Ter,Florida,3947,Street,Residential,Yes,12071,lee                      ,AS01,2734155291,
0,536,12th,St,Cape Coral,FL,33909,,536 NE 12th St,Florida,1018,Street,Residential,Yes,12071,lee                      ,AS01,6939910768,
1,610,12th,St,Cape Coral,FL,33909,,610 NE 12th St,Florida,1014,Street,Residential,Yes,12071,lee                      ,AS01,1573903785,
2,622,12th,St,Cape Coral,FL,33909,,622 NE 12th St,Florida,1014,Street,Residential,Yes,12071,lee                      ,"AS01,AS17",4244843165,
3,907,12th,St,Cape Coral,FL,33909,,907 NE 12th St,Florida,1443,Street,Residential,Yes,12071,lee                      ,AS01,9265792340,
4,911,12th,St,Cape Coral,FL,33909,,911 NE 12th St,Florida,1443,Street,Residential,Yes,12071,lee                      ,AS01,6860916436,
5,927,12th,St,Cape Coral,FL,33909,,927 NE 12th St,Florida,1443,Street,Residential,Yes,12071,lee                      ,AS01,7897985456,
6,931,12th,St,Cape Coral,FL,33909,,931 NE 12th St,Florida,1443,Street,Residential,Yes,12071,lee                      ,AS01,2666983267,
7,1001,12th,St,Cape Coral,FL,33909,,1001 NE 12th St,Florida,1419,Street,Residential,Yes,12071,lee                      ,AS01,7184862766,
8,1004,12th,St,Cape Coral,FL,33909,,1004 NE 12th St,Florida,1496,Street,Unknown,Yes,12071,lee                      ,"AS01,AS17",4318358936,
9,1005,12th,St,Cape Coral,FL,33909,,1005 NE 12th St,Florida,1419,Street,Residential,Yes,12071,lee                      ,AS01,2969777638,
10,1013,12th,St,Cape Coral,FL,33909,,1013 NE 12th St,Florida,1419,Street,Residential,Yes,12071,lee                      ,AS01,2570772772,
11,1017,12th,St,Cape Coral,FL,33909,,1017 NE 12th St,Florida,1419,Street,Residential,Yes,12071,lee                      ,AS01,3258776508,
12,1021,12th,St,Cape Coral,FL,33909,,1021 NE 12th St,Florida,1419,Street,Residential,Yes,12071,lee                      ,AS01,3461611913,
13,1029,12th,St,Cape Coral,FL,33909,,1029 NE 12th St,Florida,1419,Street,Residential,Yes,12071,lee                      ,AS01,8745802487,
14,1105,12th,St,Cape Coral,FL,33909,,1105 NE 12th St,Florida,1442,Street,Residential,Yes,12071,lee                      ,AS01,7132020002,
15,1109,12th,St,Cape Coral,FL,33909,,1109 NE 12th St,Florida,1442,Street,Residential,Yes,12071,lee                      ,AS01,1024531965,
16,1117,12th,St,Cape Coral,FL,33909,,1117 NE 12th St,Florida,1442,Street,Residential,Yes,12071,lee                      ,AS01,8503899459,
17,1121,12th,St,Cape Coral,FL,33909,,1121 NE 12th St,Florida,1442,Street,Residential,Yes,12071,lee                      ,AS01,1060715509,
18,1125,12th,St,Cape Coral,FL,33909,,1125 NE 12th St,Florida,1442,Street,Residential,Yes,12071,lee                      ,AS01,5344457195,
19,1129,12th,St,Cape Coral,FL,33909,,1129 NE 12th St,Florida,1442,Street,Residential,Yes,12071,lee                      ,AS01,1910261401,
20,1200,12th,St,Cape Coral,FL,33909,,1200 NE 12th St,Florida,1440,Street,Residential,Yes,12071,lee                      ,AS01,7398117281,
21,1204,12th,St,Cape Coral,FL,33909,,1204 NE 12th St,Florida,1440,Street,Residential,Yes,12071,lee                      ,"AS01,AS17",4786187590,
22,1209,12th,St,Cape Coral,FL,33909,,1209 NE 12th St,Florida,1407,Street,Residential,Yes,12071,lee                      ,AS01,6864581723,
23,1220,12th,St,Cape Coral,FL,33909,,1220 NE 12th St,Florida,1440,Street,Residential,Yes,12071,lee                      ,AS01,8327339948,
24,1302,12th,St,Cape Coral,FL,33909,,1302 NE 12th St,Florida,1575,Street,Residential,Yes,12071,lee                      ,AS01,6098095578,
25,1614,12th,St,Cape Coral,FL,33909,,1614 NE 12th St,Florida,1719,Street,Residential,Yes,12071,lee                      ,AS01,5060644339,
